Rumah,,Rp 325 Juta,Cicilan: 1 Jutaan per bulan,HOT DEAL SALE!! MILIKI Rumah 2 Lantai Bagus Maleber Andir,"Andir, Bandung",3,1,0,38 m²,70 m²
Rumah,,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Dijual Minimalis Cantik di Dalam Komplek Sayap Rajawali,"Andir, Bandung",3,2,0,126 m²,98 m²
Rumah,,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Cantik Murah Siap Huni di Komplek Elang Bandung,"Andir, Bandung",6,5,2,187 m²,370 m²
Rumah,,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Cantik Murah Siap Huni di Komplek Elang Bandung,"Andir, Bandung",6,5,2,187 m²,370 m²
Rumah,,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,Rumah Siap Huni dengan Hunian Asri & Dalam Komplek @Bandung,"Andir, Bandung",3,2,2,510 m²,300 m²
Rumah,,"Rp 5,3 Miliar",Cicilan: 19 Jutaan per bulan,Dijual Rumah Posisi Tusuk Sate Di Jl Garuda Kota Bandung,"Andir, Bandung",5,4,0,270 m²,160 m²
Rumah,,"Rp 5,3 Miliar",Cicilan: 19 Jutaan per bulan,Dijual Rumah Posisi Tusuk Sate Di Jl Garuda Kota Bandung,"Andir, Bandung",5,4,0,270 m²,160 m²
Rumah,,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Jual Rumah Sayap Rajawali ,"Andir, Bandung",5,4,1,170 m²,350 m²
Rumah,,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Pusat Kota Sayap Dulatip Akses Gang,"Andir, Bandung",4,2,0,168 m²,165 m²
Rumah,,Rp 999 Juta,Cicilan: 3 Jutaan per bulan,Rumah Minimalis Tengah Kota Andir Town House,"Andir, Bandung",2,2,1,39 m²,52 m²
Rumah,,"Rp 1,99 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Pasteur Bonus Furnished Exclusive 1.3KM SMAN 13 Andir Cibeureum,"Andir, Bandung",4,3,2,104 m²,125 m²
Rumah,,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Rumah cantik terawat di Andir town house kota Bandung ,"Andir, Bandung",2,2,1,39 m²,525 m²
Rumah,,"Rp 1,99 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Pasteur Bonus Furnished Exclusive 1.3KM SMAN 13 Andir Cibeureum,"Andir, Bandung",4,11,2,104 m²,125 m²
Rumah,,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah 2 Lantai Siap Huni di Sayap Pasteur Bandung ,"Andir, Bandung",4,4,0,153 m²,167 m²
Rumah,,"Rp 5,5 Miliar",Cicilan: 20 Jutaan per bulan,"Pasti Bikin Jatuh Cinta Rumahnya Bersih Terawat Dengan Sempurna di Tengah Kota Bandung, Komplek Dadali","Andir, Bandung",5,4,2,392 m²,260 m²
Rumah,,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Dijual Rumah Di Sayap Rajawali Bandung ,"Andir, Bandung",4,4,1,228 m²,450 m²
Rumah,,"Rp 2,25 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Kost 3 Lantai Di Ciroyom Andir Bandung,"Andir, Bandung",11,5,0,163 m²,300 m²
Rumah,,"Rp 3,7 Miliar",Cicilan: 13 Jutaan per bulan,Dijual Rumah Tengah Kota Rajawali Sakti Bandung,"Andir, Bandung",3,2,1,235 m²,150 m²
Rumah,,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,Dijual Rumah Tinggal Di Halteu Selatan Kota Bandung,"Andir, Bandung",3,2,2,140 m²,90 m²
Rumah,,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 2 Lantai Siap Huni di Town House Andir,"Andir, Bandung",3,2,1,70 m²,116 m²
Rumah,,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Jual Rumah Siap Huni Sudirman Town House Area Sudirman,"Andir, Bandung",4,4,2,160 m²,226 m²
Rumah,,"Rp 3,95 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Apik Kec Andir,"Andir, Bandung",3,2,0,202 m²,360 m²
Rumah,,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,"Jual Rumah Tipe Split House 2 Lantai  di Jamika, andir Bandung","Andir, Bandung",5,3,1,184 m²,234 m²
Rumah,,"Rp 4,75 Miliar",Cicilan: 17 Jutaan per bulan,Rumah Terawat Nyaman Dan Aman di Sayap Garuda Bandung,"Andir, Bandung",4,5,0,405 m²,700 m²
Rumah,,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah di rajawali dijual murah,"Andir, Bandung",4,1,1,97 m²,90 m²
Rumah,,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Rumah di Cempaka Hijau(as) Andir Maleber dekat Bandara Husein,"Andir, Bandung",2,2,0,137 m²,160 m²
Rumah,,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Jual Cepat Rumah Tengah Kota Bandung Rajawali Andir,"Andir, Bandung",4,1,2,97 m²,120 m²
Rumah,,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,"Stok Terbatas Nih... Rumah Tengah Kota, Sangat Strategis Area Cibadak","Andir, Bandung",4,4,1,127 m²,250 m²
Rumah,,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,"Ruko Maleber Pajajaran, Lokasi Strategis, Cocok Untuk Usaha","Andir, Bandung",4,3,1,259 m²,270 m²
Rumah,,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,Rumah siap huni elang,"Andir, Bandung",0,2,1,129 m²,98 m²
Rumah,,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Bagus di Rajawali, Bandung, Siap Huni H","Andir, Bandung",4,2,0,140 m²,160 m²
Rumah,,"Rp 4,95 Miliar",Cicilan: 18 Jutaan per bulan,Jual Cepat Rumah Megah di Andir Tengah Kota Bandung,"Andir, Bandung",4,4,6,550 m²,250 m²
Rumah,,"Rp 3,3 Miliar",Cicilan: 12 Jutaan per bulan,"Rumah Nyaman Untuk Hunian di Srigunting Utara, Sayap Rajawali","Andir, Bandung",4,2,3,240 m²,200 m²
Rumah,,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Siap Huni di Komplek Dadali,"Andir, Bandung",5,3,0,475 m²,300 m²
Rumah,,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Sudirman Townhouse Di Jalan Jendral Sudirman Lokasi Strategis Dekat Pusat Kota,"Andir, Bandung",5,4,1,195 m²,320 m²
Rumah,,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan, Rumah Bagus Dijual Harga Dibawah Njop di Sudirman Bandung,"Andir, Bandung",4,3,1,255 m²,350 m²
Rumah,,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah 1 Lantai Strategis Area Pagarsih Jamika Bandung,"Andir, Bandung",3,1,0,71 m²,65 m²
Rumah,,Rp 15 Miliar,Cicilan: 55 Jutaan per bulan,RUMAH BESAR MURAH BANDUNG KOTA,"Andir, Bandung",7,5,0,1210 m²,750 m²
Rumah,,"Rp 4,5 Miliar",Cicilan: 16 Jutaan per bulan,"Rumah Super Strategis di Rajawali Sakti, Bandung","Andir, Bandung",3,5,2,316 m²,250 m²
Rumah,,"Rp 6,25 Miliar",Cicilan: 23 Jutaan per bulan,"Rumah Bagus Terawat Di Jl Garuda, Dadali Srigunting Andir ","Andir, Bandung",4,3,2,625 m²,457 m²
Rumah,,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,Jual Rumah tengah kota siap huni,"Andir, Bandung",3,2,1,129 m²,100 m²
